Latitude (decimal degrees):	10.702
Longitude (decimal degrees):	122.562
Elevation (m):	9
Radiation database:	PVGIS-ERA5


Slope: 0 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20160119:0930,6.72,36.97,3.23,27.7,6.0,0.0
20160119:1030,0.0,0.0,0.0,26.53,5.38,0.0
20160119:1130,0.0,0.0,0.0,25.81,5.38,0.0
20160119:1230,0.0,0.0,0.0,25.49,5.52,0.0
20160119:1330,0.0,0.0,0.0,25.45,5.66,0.0
20160119:1430,0.0,0.0,0.0,25.35,5.93,0.0
20160119:1530,0.0,0.0,0.0,25.21,6.14,0.0
20160119:1630,0.0,0.0,0.0,25.01,6.0,0.0
20160119:1730,0.0,0.0,0.0,25.01,5.86,0.0
20160119:1830,0.0,0.0,0.0,24.79,5.72,0.0
20160119:1930,0.0,0.0,0.0,24.83,5.86,0.0
20160119:2030,0.0,0.0,0.0,24.84,6.0,0.0
20160119:2130,0.0,0.0,0.0,24.84,6.14,0.0
20160119:2230,6.75,31.71,3.15,24.62,6.07,0.0
20160119:2330,137.72,201.4,16.7,24.75,5.72,0.0
20160120:0030,353.22,451.96,29.75,25.68,6.9,0.0
20160120:0130,521.75,656.96,41.82,27.06,7.72,0.0
20160120:0230,582.23,736.56,51.97,28.12,7.86,0.0
20160120:0330,636.13,808.86,58.27,28.69,7.86,0.0
20160120:0430,668.8,855.16,58.32,29.3,7.93,0.0
20160120:0530,570.1,725.16,52.11,29.65,8.07,0.0
20160120:0630,548.99,699.46,42.0,29.56,8.07,0.0
20160120:0730,349.39,453.51,29.95,29.35,8.0,0.0
20160120:0830,163.12,241.66,16.91,28.73,7.24,0.0
20160120:0930,7.17,35.97,3.35,28.07,6.34,0.0
20160120:1030,0.0,0.0,0.0,27.13,5.72,0.0
20160120:1130,0.0,0.0,0.0,26.34,5.86,0.0
20160120:1230,0.0,0.0,0.0,25.88,6.21,0.0
20160120:1330,0.0,0.0,0.0,25.56,6.34,0.0
20160120:1430,0.0,0.0,0.0,25.34,6.34,0.0
20160120:1530,0.0,0.0,0.0,25.32,6.34,0.0
20160120:1630,0.0,0.0,0.0,25.26,6.28,0.0
20160120:1730,0.0,0.0,0.0,25.12,6.21,0.0
20160120:1830,0.0,0.0,0.0,24.84,6.07,0.0
20160120:1930,0.0,0.0,0.0,24.66,5.79,0.0
20160120:2030,0.0,0.0,0.0,24.59,5.79,0.0
20160120:2130,0.0,0.0,0.0,24.63,5.72,0.0
20160120:2230,6.21,31.7,3.13,24.62,5.66,0.0
20160120:2330,142.83,209.45,16.7,24.95,5.52,0.0
20160121:0030,326.71,419.16,29.78,26.03,7.17,0.0
20160121:0130,465.84,587.41,41.9,27.13,7.17,0.0
20160121:0230,567.73,721.36,52.1,28.2,6.62,0.0
20160121:0330,646.85,831.61,58.46,29.27,6.69,0.0
20160121:0430,646.94,832.86,58.55,29.98,7.03,0.0
20160121:0530,622.7,802.21,52.32,30.45,6.9,0.0
20160121:0630,500.43,643.71,42.19,30.56,6.55,0.0
20160121:0730,337.11,441.66,30.11,30.23,6.21,0.0
20160121:0830,162.13,241.35,17.05,29.71,5.93,0.0
20160121:0930,7.44,38.2,3.47,28.73,5.59,0.0
20160121:1030,0.0,0.0,0.0,27.47,4.97,0.0
20160121:1130,0.0,0.0,0.0,26.61,4.76,0.0
20160121:1230,0.0,0.0,0.0,26.14,4.62,0.0
20160121:1330,0.0,0.0,0.0,25.92,4.48,0.0
20160121:1430,0.0,0.0,0.0,25.68,4.28,0.0
20160121:1530,0.0,0.0,0.0,25.47,4.21,0.0
20160121:1630,0.0,0.0,0.0,25.23,4.14,0.0
20160121:1730,0.0,0.0,0.0,25.06,4.0,0.0
20160121:1830,0.0,0.0,0.0,24.67,4.0,0.0
20160121:1930,0.0,0.0,0.0,24.8,4.07,0.0
20160121:2030,0.0,0.0,0.0,24.54,4.0,0.0
20160121:2130,0.0,0.0,0.0,24.44,4.0,0.0
20160121:2230,6.22,30.46,3.11,24.26,3.93,0.0
20160121:2330,148.83,218.0,16.7,24.5,3.86,0.0
20160122:0030,349.12,450.76,29.82,25.79,4.41,0.0
20160122:0130,494.44,631.06,41.98,27.34,4.83,0.0
20160122:0230,597.82,768.01,52.24,28.58,5.38,0.0
20160122:0330,621.65,802.16,58.66,29.52,5.66,0.0
20160122:0430,581.44,752.51,58.79,30.04,5.66,0.0
20160122:0530,561.58,724.46,52.54,30.2,5.59,0.0
20160122:0630,400.37,514.51,42.38,30.11,5.59,0.0
20160122:0730,358.21,467.91,30.27,29.38,5.45,0.0
20160122:0830,158.42,234.65,17.18,29.12,5.72,0.0
20160122:0930,7.89,38.27,3.58,28.32,5.66,0.0
20160122:1030,0.0,0.0,0.0,27.27,5.1,0.0
20160122:1130,0.0,0.0,0.0,26.47,4.97,0.0
20160122:1230,0.0,0.0,0.0,26.08,4.97,0.0
20160122:1330,0.0,0.0,0.0,25.79,5.1,0.0
20160122:1430,0.0,0.0,0.0,25.43,5.17,0.0
20160122:1530,0.0,0.0,0.0,25.26,5.24,0.0
20160122:1630,0.0,0.0,0.0,24.96,5.1,0.0
20160122:1730,0.0,0.0,0.0,24.81,5.03,0.0
20160122:1830,0.0,0.0,0.0,24.61,4.55,0.0
20160122:1930,0.0,0.0,0.0,24.52,4.0,0.0
20160122:2030,0.0,0.0,0.0,24.38,3.93,0.0
20160122:2130,0.0,0.0,0.0,24.44,4.07,0.0
20160122:2230,5.85,29.42,3.09,24.23,4.28,0.0
20160122:2330,143.34,211.9,16.71,24.39,4.48,0.0
20160123:0030,342.98,439.76,29.86,25.48,5.93,0.0
20160123:0130,428.84,542.11,42.06,26.83,6.14,0.0
20160123:0230,618.29,786.51,52.38,27.7,6.48,0.0
20160123:0330,643.9,824.56,58.87,28.83,6.76,0.0
20160123:0430,656.29,843.11,59.03,29.14,6.62,0.0
20160123:0530,622.95,799.81,52.77,29.42,6.69,0.0
20160123:0630,471.28,601.66,42.57,29.47,6.62,0.0
20160123:0730,348.76,453.51,30.43,29.33,6.69,0.0
20160123:0830,166.15,244.65,17.32,28.76,6.48,0.0
20160123:0930,8.47,41.0,3.69,27.91,6.07,0.0
20160123:1030,0.0,0.0,0.0,26.76,5.24,0.0
20160123:1130,0.0,0.0,0.0,25.96,4.97,0.0
20160123:1230,0.0,0.0,0.0,25.41,4.69,0.0
20160123:1330,0.0,0.0,0.0,25.05,4.55,0.0
20160123:1430,0.0,0.0,0.0,24.73,4.34,0.0
20160123:1530,0.0,0.0,0.0,24.56,4.07,0.0
20160123:1630,0.0,0.0,0.0,24.37,4.21,0.0
20160123:1730,0.0,0.0,0.0,24.26,4.62,0.0
20160123:1830,0.0,0.0,0.0,24.21,4.97,0.0
20160123:1930,0.0,0.0,0.0,24.35,5.38,0.0
20160123:2030,0.0,0.0,0.0,24.32,5.66,0.0
20160123:2130,0.0,0.0,0.0,24.23,5.72,0.0
20160123:2230,5.94,31.54,3.08,24.12,5.72,0.0
20160123:2330,152.17,222.05,16.72,24.41,5.45,0.0
20160124:0030,344.86,441.01,29.91,25.53,6.83,0.0
20160124:0130,520.74,657.01,42.15,26.8,6.83,0.0
20160124:0230,587.66,744.96,52.52,28.0,7.24,0.0
20160124:0330,648.73,829.46,59.08,28.59,6.83,0.0
20160124:0430,684.71,879.61,59.27,29.15,6.97,0.0
20160124:0530,610.28,781.36,52.99,29.52,6.97,0.0
20160124:0630,478.62,610.81,42.76,29.48,6.83,0.0
20160124:0730,313.6,408.36,30.59,29.25,6.76,0.0
20160124:0830,143.39,213.65,17.45,28.89,6.34,0.0
20160124:0930,8.65,39.68,3.81,28.02,5.86,0.0
20160124:1030,0.0,0.0,0.0,26.79,5.17,0.0
20160124:1130,0.0,0.0,0.0,25.8,5.52,0.0
20160124:1230,0.0,0.0,0.0,25.08,5.93,0.0
20160124:1330,0.0,0.0,0.0,24.71,6.0,0.0
20160124:1430,0.0,0.0,0.0,24.5,6.14,0.0
20160124:1530,0.0,0.0,0.0,24.16,6.14,0.0
20160124:1630,0.0,0.0,0.0,24.15,6.62,0.0
20160124:1730,0.0,0.0,0.0,24.02,6.14,0.0
20160124:1830,0.0,0.0,0.0,23.99,5.93,0.0
20160124:1930,0.0,0.0,0.0,24.22,5.93,0.0
20160124:2030,0.0,0.0,0.0,24.15,6.07,0.0
20160124:2130,0.0,0.0,0.0,24.0,6.07,0.0
20160124:2230,5.71,28.22,3.07,23.78,6.34,0.0
20160124:2330,149.45,217.05,16.74,23.92,6.62,0.0
20160125:0030,315.84,402.05,29.96,25.0,8.76,0.0
20160125:0130,374.64,467.95,42.24,25.96,9.59,0.0
20160125:0230,559.56,696.81,52.68,26.26,9.79,0.0
20160125:0330,576.92,721.21,59.3,27.16,10.28,0.0
20160125:0430,665.37,831.16,59.52,27.05,10.41,0.0
20160125:0530,552.74,687.71,53.22,27.53,10.48,0.0
20160125:0630,267.91,341.45,42.95,27.29,10.55,0.0
20160125:0730,184.03,242.8,30.75,26.19,9.93,0.0
20160125:0830,80.33,122.75,17.59,25.48,10.14,0.0
20160125:0930,5.5,25.67,3.92,24.96,10.0,0.0
20160125:1030,0.0,0.0,0.0,24.6,9.86,0.0
20160125:1130,0.0,0.0,0.0,24.33,9.52,0.0
20160125:1230,0.0,0.0,0.0,24.15,8.69,0.0
20160125:1330,0.0,0.0,0.0,24.11,8.83,0.0
20160125:1430,0.0,0.0,0.0,24.11,8.55,0.0
20160125:1530,0.0,0.0,0.0,23.98,8.28,0.0
20160125:1630,0.0,0.0,0.0,23.73,8.0,0.0
20160125:1730,0.0,0.0,0.0,23.71,7.86,0.0
20160125:1830,0.0,0.0,0.0,23.6,7.66,0.0
20160125:1930,0.0,0.0,0.0,23.26,7.59,0.0
20160125:2030,0.0,0.0,0.0,23.52,7.59,0.0
20160125:2130,0.0,0.0,0.0,23.69,7.66,0.0
20160125:2230,2.23,15.0,3.07,23.82,7.79,0.0
20160125:2330,39.6,66.75,16.76,23.89,7.93,0.0
20160126:0030,131.37,177.8,30.01,23.7,7.93,0.0
20160126:0130,283.62,355.4,42.34,23.75,7.52,0.0
20160126:0230,386.93,478.95,52.83,24.11,8.41,0.0
20160126:0330,429.27,534.9,59.53,25.13,8.07,0.0
20160126:0430,654.59,819.71,59.78,25.91,8.28,0.0
20160126:0530,571.51,712.76,53.45,27.0,9.03,0.0
20160126:0630,402.59,504.8,43.14,26.85,9.52,0.0
20160126:0730,300.59,384.05,30.9,26.19,9.52,0.0
20160126:0830,126.94,185.2,17.72,26.02,9.66,0.0
20160126:0930,7.9,30.81,4.03,25.54,8.48,0.0
20160126:1030,0.0,0.0,0.0,25.0,8.14,0.0
20160126:1130,0.0,0.0,0.0,24.72,8.14,0.0
20160126:1230,0.0,0.0,0.0,24.61,7.72,0.0
20160126:1330,0.0,0.0,0.0,24.5,7.59,0.0
20160126:1430,0.0,0.0,0.0,24.27,7.38,0.0
20160126:1530,0.0,0.0,0.0,24.21,6.83,0.0
20160126:1630,0.0,0.0,0.0,24.07,6.69,0.0
20160126:1730,0.0,0.0,0.0,24.0,6.41,0.0
20160126:1830,0.0,0.0,0.0,23.98,6.07,0.0
20160126:1930,0.0,0.0,0.0,23.66,4.9,0.0
20160126:2030,0.0,0.0,0.0,23.82,4.76,0.0
20160126:2130,0.0,0.0,0.0,23.95,4.9,0.0
20160126:2230,0.82,9.88,3.06,24.19,5.31,0.0
20160126:2330,76.2,120.4,16.78,24.29,5.17,0.0
20160127:0030,218.47,284.15,30.07,24.56,5.79,0.0
20160127:0130,305.88,386.85,42.44,25.16,6.21,0.0
20160127:0230,570.14,713.71,53.0,25.73,7.24,0.0
20160127:0330,591.04,740.86,59.76,26.92,8.0,0.0
20160127:0430,576.26,723.16,60.04,27.36,8.34,0.0
20160127:0530,481.92,603.16,53.69,27.23,8.34,0.0
20160127:0630,268.4,343.15,43.34,27.17,7.86,0.0
20160127:0730,226.6,295.3,31.06,26.27,7.45,0.0
20160127:0830,110.12,160.6,17.85,26.07,7.59,0.0
20160127:0930,9.85,33.2,4.14,25.5,7.17,0.0
20160127:1030,0.0,0.0,0.0,25.05,7.1,0.0
20160127:1130,0.0,0.0,0.0,24.81,6.97,0.0
20160127:1230,0.0,0.0,0.0,24.77,6.9,0.0
20160127:1330,0.0,0.0,0.0,24.61,6.76,0.0
20160127:1430,0.0,0.0,0.0,24.49,6.48,0.0
20160127:1530,0.0,0.0,0.0,24.46,6.34,0.0
20160127:1630,0.0,0.0,0.0,24.51,6.41,0.0
20160127:1730,0.0,0.0,0.0,24.49,6.28,0.0
20160127:1830,0.0,0.0,0.0,24.4,6.0,0.0
20160127:1930,0.0,0.0,0.0,24.66,6.21,0.0
20160127:2030,0.0,0.0,0.0,24.67,6.41,0.0
20160127:2130,0.0,0.0,0.0,24.54,6.34,0.0
20160127:2230,0.0,4.85,3.07,24.33,5.86,0.0
20160127:2330,4.32,15.1,16.81,24.11,5.52,0.0
20160128:0030,104.04,145.7,30.13,24.26,5.24,0.0
20160128:0130,216.21,281.0,42.55,25.22,5.03,0.0
20160128:0230,546.03,691.81,53.16,26.23,5.1,0.0
20160128:0330,592.04,755.91,60.0,27.51,5.72,0.0
20160128:0430,489.89,620.2,60.31,28.08,6.14,0.0
20160128:0530,598.54,763.06,53.92,28.1,6.14,0.0
20160128:0630,418.72,532.7,43.53,28.31,6.62,0.0
20160128:0730,347.99,448.56,31.22,27.78,6.41,0.0
20160128:0830,158.68,231.7,17.98,27.66,6.48,0.0
20160128:0930,9.17,38.75,4.24,26.98,5.66,0.0
20160128:1030,0.0,0.0,0.0,26.07,5.31,0.0
20160128:1130,0.0,0.0,0.0,25.53,5.1,0.0
20160128:1230,0.0,0.0,0.0,25.36,5.03,0.0
20160128:1330,0.0,0.0,0.0,25.18,4.9,0.0
20160128:1430,0.0,0.0,0.0,25.0,4.9,0.0
20160128:1530,0.0,0.0,0.0,24.89,4.97,0.0
20160128:1630,0.0,0.0,0.0,24.75,4.83,0.0
20160128:1730,0.0,0.0,0.0,24.77,4.97,0.0
20160128:1830,0.0,0.0,0.0,24.68,5.03,0.0
20160128:1930,0.0,0.0,0.0,24.65,4.76,0.0
20160128:2030,0.0,0.0,0.0,24.55,4.69,0.0
20160128:2130,0.0,0.0,0.0,24.57,4.69,0.0
20160128:2230,4.56,23.1,3.07,24.63,4.48,0.0
20160128:2330,118.72,175.6,16.84,24.8,4.48,0.0
20160129:0030,302.09,389.3,30.2,25.44,4.9,0.0
20160129:0130,482.89,612.86,42.66,26.19,4.62,0.0
20160129:0230,529.22,677.31,53.33,27.38,4.21,0.0
20160129:0330,641.03,834.91,60.24,28.07,3.86,0.0
20160129:0430,657.53,862.01,60.58,28.94,3.93,0.0
20160129:0530,641.86,839.61,54.16,29.54,4.28,0.0
20160129:0630,543.31,704.61,43.72,29.75,4.62,0.0
20160129:0730,379.54,495.31,31.38,29.42,4.9,0.0
20160129:0830,187.24,272.16,18.11,28.85,4.9,0.0
20160129:0930,11.56,47.75,4.35,27.9,4.55,0.0
20160129:1030,0.0,0.0,0.0,26.52,4.34,0.0
20160129:1130,0.0,0.0,0.0,25.52,4.55,0.0
20160129:1230,0.0,0.0,0.0,24.97,4.55,0.0
20160129:1330,0.0,0.0,0.0,24.7,4.62,0.0
20160129:1430,0.0,0.0,0.0,24.58,4.41,0.0
20160129:1530,0.0,0.0,0.0,24.51,4.28,0.0
20160129:1630,0.0,0.0,0.0,24.46,4.14,0.0
20160129:1730,0.0,0.0,0.0,24.31,4.0,0.0
20160129:1830,0.0,0.0,0.0,24.19,3.93,0.0
20160129:1930,0.0,0.0,0.0,24.05,4.21,0.0
20160129:2030,0.0,0.0,0.0,24.01,4.21,0.0
20160129:2130,0.0,0.0,0.0,23.89,4.21,0.0
20160129:2230,6.33,29.95,3.08,23.82,4.14,0.0
20160129:2330,154.86,226.25,16.87,24.05,3.79,0.0
20160130:0030,360.57,463.91,30.27,25.34,4.34,0.0
20160130:0130,499.84,634.61,42.77,26.78,5.17,0.0
20160130:0230,600.43,766.71,53.51,27.68,5.52,0.0
20160130:0330,674.69,869.86,60.49,28.32,5.72,0.0
20160130:0430,664.41,856.71,60.85,28.79,5.93,0.0
20160130:0530,578.23,738.81,54.4,28.92,6.07,0.0
20160130:0630,414.06,526.75,43.92,28.63,6.07,0.0
20160130:0730,348.89,450.46,31.53,28.21,6.28,0.0
20160130:0830,155.65,225.55,18.24,27.63,6.62,0.0
20160130:0930,10.1,41.71,4.45,26.63,6.48,0.0
20160130:1030,0.0,0.0,0.0,25.6,5.79,0.0
20160130:1130,0.0,0.0,0.0,25.13,5.59,0.0
20160130:1230,0.0,0.0,0.0,24.98,5.17,0.0
20160130:1330,0.0,0.0,0.0,25.12,4.9,0.0
20160130:1430,0.0,0.0,0.0,24.92,4.9,0.0
20160130:1530,0.0,0.0,0.0,24.86,5.1,0.0
20160130:1630,0.0,0.0,0.0,24.69,5.24,0.0
20160130:1730,0.0,0.0,0.0,24.57,5.31,0.0
20160130:1830,0.0,0.0,0.0,24.48,5.52,0.0
20160130:1930,0.0,0.0,0.0,24.5,5.52,0.0
20160130:2030,0.0,0.0,0.0,24.46,5.24,0.0
20160130:2130,0.0,0.0,0.0,24.36,4.97,0.0
20160130:2230,6.51,30.55,3.1,24.3,4.97,0.0
20160130:2330,150.84,220.95,16.91,24.59,4.76,0.0
20160131:0030,356.88,456.71,30.34,25.76,6.28,0.0
20160131:0130,495.42,625.51,42.89,26.86,6.41,0.0
20160131:0230,615.17,783.46,53.69,27.81,6.48,0.0
20160131:0330,613.78,784.71,60.74,28.68,6.48,0.0
20160131:0430,666.11,856.31,61.13,29.0,6.41,0.0
20160131:0530,581.55,741.56,54.64,29.1,6.69,0.0
20160131:0630,455.11,578.56,44.11,28.97,6.69,0.0
20160131:0730,305.45,395.1,31.69,28.29,6.9,0.0
20160131:0830,141.35,204.55,18.36,27.67,6.55,0.0
20160131:0930,12.17,43.97,4.56,27.02,5.72,0.0
20160131:1030,0.0,0.0,0.0,26.27,5.03,0.0
20160131:1130,0.0,0.0,0.0,25.64,4.97,0.0
20160131:1230,0.0,0.0,0.0,25.26,4.9,0.0
20160131:1330,0.0,0.0,0.0,25.05,5.1,0.0
20160131:1430,0.0,0.0,0.0,24.94,5.24,0.0
20160131:1530,0.0,0.0,0.0,24.9,5.45,0.0
20160131:1630,0.0,0.0,0.0,24.9,5.59,0.0
20160131:1730,0.0,0.0,0.0,24.95,5.72,0.0
20160131:1830,0.0,0.0,0.0,24.8,5.72,0.0
20160131:1930,0.0,0.0,0.0,24.83,6.0,0.0
20160131:2030,0.0,0.0,0.0,24.77,5.93,0.0
20160131:2130,0.0,0.0,0.0,24.61,5.86,0.0
20160131:2230,3.64,19.33,3.11,24.5,5.66,0.0
20160131:2330,74.74,115.55,16.95,24.6,5.38,0.0
20160201:0030,171.36,227.3,30.42,24.92,5.66,0.0
20160201:0130,372.57,465.7,43.02,25.21,6.55,0.0
20160201:0230,375.63,471.5,53.88,26.01,6.69,0.0
20160201:0330,531.11,666.8,61.0,26.23,6.9,0.0
20160201:0430,369.87,465.1,61.41,26.93,7.1,0.0
20160201:0530,372.4,468.05,54.89,26.82,7.17,0.0
20160201:0630,300.82,381.1,44.31,26.74,7.17,0.0
20160201:0730,75.91,111.9,31.84,27.02,7.52,0.0
20160201:0830,93.67,139.3,18.49,26.19,7.17,0.0
20160201:0930,4.77,21.86,4.66,26.02,6.9,0.0
20160201:1030,0.0,0.0,0.0,25.61,6.62,0.0
20160201:1130,0.0,0.0,0.0,25.29,6.69,0.0
20160201:1230,0.0,0.0,0.0,25.19,6.76,0.0
20160201:1330,0.0,0.0,0.0,24.98,6.9,0.0
20160201:1430,0.0,0.0,0.0,24.86,6.76,0.0
20160201:1530,0.0,0.0,0.0,24.8,6.62,0.0
20160201:1630,0.0,0.0,0.0,24.7,6.48,0.0
20160201:1730,0.0,0.0,0.0,24.55,6.28,0.0
20160201:1830,0.0,0.0,0.0,24.4,6.0,0.0
20160201:1930,0.0,0.0,0.0,24.64,6.07,0.0
20160201:2030,0.0,0.0,0.0,24.66,6.07,0.0
20160201:2130,0.0,0.0,0.0,24.64,6.07,0.0
20160201:2230,5.17,28.42,3.13,24.63,6.14,0.0
20160201:2330,106.35,159.8,17.0,24.85,6.14,0.0
20160202:0030,216.69,282.25,30.51,25.39,6.83,0.0
20160202:0130,399.88,500.55,43.14,25.99,7.17,0.0
20160202:0230,431.51,538.45,54.07,26.77,8.0,0.0
20160202:0330,590.28,744.16,61.26,27.29,7.72,0.0
20160202:0430,505.62,635.3,61.7,27.84,7.79,0.0
20160202:0530,500.91,630.3,55.13,27.12,6.97,0.0
20160202:0630,468.73,589.01,44.5,27.43,7.86,0.0
20160202:0730,214.4,280.8,32.0,27.6,8.14,0.0
20160202:0830,52.93,86.85,18.61,26.62,7.72,0.0
20160202:0930,0.43,7.05,4.76,25.92,6.9,0.0
20160202:1030,0.0,0.0,0.0,25.3,6.69,0.0
20160202:1130,0.0,0.0,0.0,24.69,6.76,0.0
20160202:1230,0.0,0.0,0.0,24.55,6.55,0.0
20160202:1330,0.0,0.0,0.0,24.5,6.69,0.0
20160202:1430,0.0,0.0,0.0,24.47,6.69,0.0
20160202:1530,0.0,0.0,0.0,24.43,5.86,0.0
20160202:1630,0.0,0.0,0.0,24.48,5.66,0.0
20160202:1730,0.0,0.0,0.0,24.54,5.31,0.0
20160202:1830,0.0,0.0,0.0,24.56,5.03,0.0
20160202:1930,0.0,0.0,0.0,24.55,5.17,0.0
20160202:2030,0.0,0.0,0.0,24.68,4.83,0.0
20160202:2130,0.0,0.0,0.0,24.66,4.48,0.0
20160202:2230,6.12,29.37,3.16,24.61,4.28,0.0
20160202:2330,138.13,201.9,17.05,24.76,4.41,0.0
20160203:0030,289.28,373.15,30.59,25.55,5.03,0.0
20160203:0130,426.86,538.61,43.28,26.41,5.31,0.0
20160203:0230,541.93,687.16,54.27,27.17,5.45,0.0
20160203:0330,559.71,714.16,61.53,27.79,5.31,0.0
20160203:0430,485.73,619.55,61.99,28.22,5.17,0.0
20160203:0530,449.12,570.7,55.38,28.31,5.17,0.0
20160203:0630,460.08,586.71,44.69,28.33,5.24,0.0
20160203:0730,332.9,431.9,32.15,28.69,5.31,0.0
20160203:0830,155.53,225.2,18.73,28.41,5.52,0.0
20160203:0930,12.69,46.82,4.85,27.67,5.17,0.0
20160203:1030,0.0,0.0,0.0,26.54,5.03,0.0
20160203:1130,0.0,0.0,0.0,25.72,5.24,0.0
20160203:1230,0.0,0.0,0.0,25.29,5.24,0.0
20160203:1330,0.0,0.0,0.0,25.13,5.24,0.0
20160203:1430,0.0,0.0,0.0,25.0,5.31,0.0
20160203:1530,0.0,0.0,0.0,24.91,5.24,0.0
20160203:1630,0.0,0.0,0.0,24.88,5.1,0.0
20160203:1730,0.0,0.0,0.0,24.78,4.9,0.0
20160203:1830,0.0,0.0,0.0,24.69,4.62,0.0
20160203:1930,0.0,0.0,0.0,24.7,4.76,0.0
20160203:2030,0.0,0.0,0.0,24.52,4.83,0.0
20160203:2130,0.0,0.0,0.0,24.58,5.03,0.0
20160203:2230,5.79,27.22,3.19,24.56,5.1,0.0
20160203:2330,145.76,212.25,17.1,24.72,4.97,0.0
20160204:0030,338.99,433.65,30.68,25.69,6.28,0.0
20160204:0130,451.28,569.95,43.41,26.81,6.55,0.0
20160204:0230,527.93,670.21,54.47,27.69,5.93,0.0
20160204:0330,656.95,847.16,61.81,28.41,5.52,0.0
20160204:0430,647.43,837.46,62.29,29.23,5.52,0.0
20160204:0530,610.21,786.71,55.63,29.51,5.66,0.0
20160204:0630,520.73,668.11,44.89,29.55,5.66,0.0
20160204:0730,335.42,434.95,32.3,29.19,5.93,0.0
20160204:0830,170.53,246.45,18.85,28.67,5.79,0.0
20160204:0930,12.51,47.42,4.95,27.94,5.45,0.0
20160204:1030,0.0,0.0,0.0,26.95,5.17,0.0
20160204:1130,0.0,0.0,0.0,26.3,5.24,0.0
20160204:1230,0.0,0.0,0.0,25.94,5.38,0.0
20160204:1330,0.0,0.0,0.0,25.65,5.38,0.0
20160204:1430,0.0,0.0,0.0,25.41,4.97,0.0
20160204:1530,0.0,0.0,0.0,25.2,4.48,0.0
20160204:1630,0.0,0.0,0.0,25.11,4.14,0.0
20160204:1730,0.0,0.0,0.0,25.11,4.0,0.0
20160204:1830,0.0,0.0,0.0,25.02,3.86,0.0
20160204:1930,0.0,0.0,0.0,24.96,4.0,0.0
20160204:2030,0.0,0.0,0.0,24.92,3.86,0.0
20160204:2130,0.0,0.0,0.0,24.87,3.66,0.0
20160204:2230,6.24,30.5,3.22,24.81,3.52,0.0
20160204:2330,138.94,204.7,17.16,25.12,3.45,0.0
20160205:0030,347.69,449.81,30.78,26.27,3.86,0.0
20160205:0130,458.11,588.11,43.55,27.52,3.72,0.0
20160205:0230,581.06,756.36,54.67,28.52,3.45,0.0
20160205:0330,600.67,790.96,62.08,29.3,3.17,0.0
20160205:0430,633.85,838.41,62.59,29.75,3.17,0.0
20160205:0530,553.85,722.41,55.88,30.1,3.66,0.0
20160205:0630,386.76,499.75,45.08,29.74,4.21,0.0
20160205:0730,209.04,277.9,32.45,28.95,4.28,0.0
20160205:0830,107.37,160.55,18.97,28.1,3.93,0.0
20160205:0930,7.07,27.57,5.04,27.42,3.72,0.0
20160205:1030,0.0,0.0,0.0,26.71,3.45,0.0
20160205:1130,0.0,0.0,0.0,26.11,3.24,0.0
20160205:1230,0.0,0.0,0.0,25.95,3.17,0.0
20160205:1330,0.0,0.0,0.0,25.73,3.03,0.0
20160205:1430,0.0,0.0,0.0,25.63,2.62,0.0
20160205:1530,0.0,0.0,0.0,25.47,2.41,0.0
20160205:1630,0.0,0.0,0.0,25.32,2.69,0.0
20160205:1730,0.0,0.0,0.0,25.25,2.83,0.0
20160205:1830,0.0,0.0,0.0,25.07,2.62,0.0
20160205:1930,0.0,0.0,0.0,24.99,2.55,0.0
20160205:2030,0.0,0.0,0.0,24.8,2.48,0.0
20160205:2130,0.0,0.0,0.0,24.61,2.48,0.0
20160205:2230,5.96,33.11,3.26,24.52,2.55,0.0
20160205:2330,152.97,223.85,17.22,24.86,2.55,0.0
20160206:0030,347.17,451.11,30.88,26.34,3.03,0.0
20160206:0130,506.68,655.41,43.69,27.43,3.1,0.0
20160206:0230,557.95,729.21,54.88,28.44,2.97,0.0
20160206:0330,625.28,830.06,62.37,29.13,2.62,0.0
20160206:0430,632.73,844.46,62.89,29.7,2.41,0.0
20160206:0530,577.73,767.36,56.13,30.1,2.34,0.0
20160206:0630,421.11,549.65,45.27,30.17,2.69,0.0
20160206:0730,281.43,371.45,32.6,30.08,3.45,0.0
20160206:0830,122.41,181.05,19.08,29.11,3.86,0.0
20160206:0930,9.21,36.26,5.13,27.99,3.45,0.0
20160206:1030,0.0,0.0,0.0,27.31,2.97,0.0
20160206:1130,0.0,0.0,0.0,26.86,3.45,0.0
20160206:1230,0.0,0.0,0.0,26.35,3.79,0.0
20160206:1330,0.0,0.0,0.0,25.96,4.0,0.0
20160206:1430,0.0,0.0,0.0,25.41,4.07,0.0
20160206:1530,0.0,0.0,0.0,25.06,4.14,0.0
20160206:1630,0.0,0.0,0.0,24.67,4.28,0.0
20160206:1730,0.0,0.0,0.0,24.48,4.55,0.0
20160206:1830,0.0,0.0,0.0,24.31,4.62,0.0
20160206:1930,0.0,0.0,0.0,24.68,4.9,0.0
20160206:2030,0.0,0.0,0.0,24.58,4.9,0.0
20160206:2130,0.0,0.0,0.0,24.52,4.9,0.0
20160206:2230,6.56,30.62,3.3,24.37,4.69,0.0
